,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
156990,109298.0,-1.00061051985933,3.34685000184439,-5.53449117133595,6.83580203854396,-0.299803293657807,0.0959512989990878,-2.44041927394713,1.28630119597073,-2.7664382829404,-4.45800770078481,4.69653339192897,-8.76211333956078,0.985826601093264,-7.32027202211023,-1.06384045772504,-3.37112471078725,-4.25115786762875,-0.43005729986925,1.80401333906519,1.18981379228675,0.439756764345897,-0.694099203587273,0.299660329499667,-0.657600627722995,0.101647558980344,0.430457439169415,0.824685450418745,0.326952273050223,186.13,1
102,69.0,0.298503170230964,2.14272151611193,-1.54214297177705,1.56133190619696,0.938108024652659,-2.14567269892859,1.40556856926536,-0.778458743012393,0.328636441067941,0.127497138229711,1.61279907284482,-0.0963770304463607,0.65479027128109,-4.31837785899177,1.03860348560684,0.404686812382194,2.72916803684328,1.11586360275427,-0.70381403125983,0.676953714414688,-0.290986926566703,-0.0002346939342658,0.0921744202720123,0.586205254664035,-0.397313834676348,-0.48094888073418,0.251145000441888,-0.242278599734987,0.78,0
160,100.0,-0.378601661083143,0.274578968122152,-0.129487731899236,-2.68279898796446,-0.731374622729684,-0.226354213178799,-0.0069493417805235,-2.77898321007536,-0.233231930179026,-0.588714056156709,-1.30768209965935,0.0645983138103832,0.0831907930908125,0.464692016093436,0.847697870472098,-1.54979915478681,-0.319687585986572,1.0867193428076,-0.444441081910201,-1.13379893071232,1.42614567629838,-2.77692339243974,-0.466755870061091,-0.714696527705741,1.13672014940456,-0.981992913835548,0.356780521706937,0.148444038792906,182.95,0
373,272.0,0.867478766799032,-1.10225150163058,0.608958680895102,0.826674507189373,-1.2462139751918,0.0724916028179566,-0.509152771819804,0.0873300359983134,-0.464953740497999,0.643826212632195,-0.852219191029399,-0.434294130501583,-0.768788204211624,0.080408370928379,0.601414710853158,-1.66955846748328,0.300075470459645,0.941355461018423,-1.48414140892113,-0.239897872700028,-0.242822811847269,-0.55661266795622,-0.110147645072092,0.0257222480691284,0.263808686415459,-0.324194583698102,0.0425499465714527,0.0636521163506599,208.38,0
150644,93823.0,-3.82193880087939,5.66724730913206,-9.24496345774236,8.24614693395311,-4.36828608664298,-3.45073451820581,-8.42737802930292,2.30560850484611,-5.33807918394682,-12.0111608836062,8.62125508140256,-18.6837146333443,-0.962073428413392,-15.2976561861343,-2.41413212341002,-12.105602245184,-21.3381950868483,-8.04543571561822,0.15601503277122,1.11524688892983,1.99051970513882,0.0833533215963405,-0.0622635530228708,0.390187802079359,0.329883884451897,0.0980170825531413,1.86957016296191,1.00084956292018,75.86,1
15506,26899.0,-21.8854339051741,12.9305051249875,-24.098871851647,6.20331419234722,-16.4660991227874,-4.45984212550286,-16.519835984614,14.5355647151916,-3.89702188761405,-8.6507583293562,5.3754339072439,-7.56721354069937,0.461807829323489,-7.82789139878016,-0.0228148529460228,-6.57804150255676,-13.0024594617382,-4.88446723880536,1.10435473489394,1.6119982189969,1.76223176917351,-1.57905510076487,-0.951042744820554,0.13456529188962,1.50711039768212,-0.222670856855594,1.52765527810284,0.453698638993223,99.99,1
192382,129668.0,0.753356012421118,2.28498795250353,-5.16449200355315,3.8311119987993,-0.0736224923058734,-1.31659594586445,-1.85549544374527,0.83107909886574,-1.56751414502076,-3.22455914814995,3.36955824955852,-3.46854525803227,-1.38357106785405,-6.0205789709702,0.309601855257659,-2.61776696028245,-1.31075238207209,0.409659909693325,2.36229077589933,0.285792259895482,0.382006845522224,0.0339580452530082,0.187696850240103,0.358433465751075,-0.488933827051834,-0.258802387138951,0.296145453458912,-0.0471736659782491,2.0,1
190,125.0,-2.80706450646631,1.1830983245702,2.97477937473861,2.8014770726566,-0.475110200983206,3.21782925631985,-0.401608122121913,0.384394771393269,2.40867509050974,3.35107932442158,0.106956335911642,0.367099045249472,-0.15026263098715,-2.4496711803376,0.182057040042768,-2.37231646127119,1.61425530212461,-2.01309059760941,-0.572183700247953,0.829196887938903,-0.201782060465078,1.46153507509319,-0.0003302829367832,-0.581133078257811,-0.10178485181656,0.529386142181608,0.36241057008342,0.237647042189905,43.71,0
263,185.0,-0.24130170318649,1.08931147158171,0.70398882483963,-0.265987043588385,0.692897788072936,-0.179352317564557,0.684650766636319,0.0207098827416288,-0.286050170036438,-0.508542204680745,-1.47915841656437,-0.59152822138059,0.269664818908614,-0.494763598498854,1.00630743006952,0.795481784686327,-0.495216911015884,0.329829132625858,0.436667057696483,0.154853647580897,-0.356467398065734,-0.954377329614788,-0.184437223389747,-1.07082410532053,0.0233792128271861,0.158949152981082,0.242899701915789,0.0838925897522212,4.65,0
41569,40742.0,-2.37753280180283,0.520539361927579,-8.09413945532841,8.00535147326105,2.64075021376276,-3.38158645291742,-1.93437244067366,0.562322111872781,-3.10402718606356,-3.05121035544102,5.73576265915634,-4.74769250131792,-0.784223284478966,-10.7163393018774,0.656516978131348,-1.14246727231018,0.91859080878698,1.12633522330277,0.0929734778841175,-0.634747080915274,0.148284201590387,0.7210995412337,2.66129069804724,-0.508619933518595,-0.401656629278738,0.587611216267645,0.500326371108344,0.551759687906722,1.0,1
44270,41870.0,-20.9069081014654,9.84315322329519,-19.947726046163,6.15578864849515,-15.142013159868,-2.239565648142,-21.2344631540976,1.15179506554623,-8.73967037069304,-18.2711681738888,4.67734929657245,-9.58356643737056,1.03516582361622,-8.19969002891841,-0.32651888245129,-8.37643882097816,-18.4854603221489,-7.58997395860914,1.1266403652792,0.396654845079575,-1.97719619445615,0.652931885295435,-0.519776859411322,0.541701730134149,-0.0538607606750096,0.112670774311131,-3.76537100922261,-1.07123831223447,1.0,1
15539,26931.0,-22.5616992591298,13.2089042844176,-24.6438187771226,6.23253182330679,-16.905611362323,-4.49743871970001,-16.8101841919321,14.9551067734604,-3.87129682308601,-8.58126551626339,5.25698760960799,-7.39361499215009,0.538800829120431,-7.57755201800709,-0.030725531904052,-6.45478323655342,-12.8456565242928,-4.86591773720169,1.06244185030067,1.62144422472126,1.76598663639159,-1.6355166467436,-0.998316503452087,0.138972227361725,1.55935014018173,-0.22212451669,1.5044246600224,0.445919826109776,99.99,1
340,250.0,-1.33737490769388,1.10939119758766,1.39622251980175,0.0387177339247828,0.520267383833693,-0.259157171498353,0.806328794153777,-0.0161923457628466,0.425313885076927,0.607521570282099,0.320420847416383,-0.0928131820884024,-1.71482742492076,-0.0598307139879331,-1.38386712193227,-0.0806762660435057,-0.659479714043953,0.267491802659709,-0.127899944707923,0.137317524660359,-0.200430973424955,-0.11635415683746,-0.398651887441094,-0.0346922479862068,0.444577864427272,-0.489117797749574,0.259927297577363,0.0655471173002718,5.96,0
93424,64412.0,-1.34804164426498,2.52282067569291,-0.782432259389823,4.08304665188122,-0.662280329645865,-0.598775712530929,-1.94355185121781,-0.329578950885032,-1.85327422572214,-3.16213595485783,1.53319383793753,-4.63512694781183,-1.11357273401976,-6.4358707376348,-0.293191947937035,-2.84993079536978,-3.65425828769231,-1.18303413658687,0.831623853010765,0.348896285038196,1.07987140816824,-0.352026410347836,-0.218357652796912,0.125865683985355,-0.0741801756408069,0.17911552652805,0.612579819202836,0.234206089600607,1.0,1
178,114.0,-0.284446201887147,1.0690989466605,0.930510616129449,-0.129010287466975,0.387819105384943,-0.513674806164707,0.664176393301802,0.008998719717094,-0.260847490503295,-0.496499552216679,-1.04903082563504,-0.627843221343811,-0.24526324729125,-0.377959982848874,1.01125175176279,0.651429239242008,-0.267536250813416,0.198212689258619,0.228329087823523,0.110996657235803,-0.324077227214935,-0.885611047297599,-0.109522345532478,-0.520919598066715,-0.0653608170597003,0.125597664942937,0.240776972251657,0.0887738431883709,4.49,0
276864,167338.0,-1.37442438802593,2.79318461104641,-4.34657205544607,2.40073141993213,-1.68843271426041,0.111136092520939,-0.922037621262745,-2.14992997529601,-2.02747375610927,-4.39084192218279,1.24195817554592,-3.91052150018815,-1.22563629923953,-4.69799687128777,0.676108304106939,-2.07706554161602,-2.68352089790884,-0.525949332550218,0.42234244481934,0.650195855719888,-0.870778521555015,0.50484915999462,0.13799426850986,0.36827456897565,0.103136654803567,-0.414208828090744,0.454981584858352,0.0967109642319915,349.08,1
234633,148053.0,1.26132423719507,2.72680028914035,-5.43501891203698,5.34275900861121,1.44704301840055,-1.44258408548501,-0.898701853990691,0.123061977888509,-2.74849590498127,-3.20243612238872,1.99136063471588,-3.98641621648026,0.577206841836268,-8.48579450596077,-0.794782274727006,-0.66613426737281,-1.37262938444618,-0.10431295585569,-1.46691055321726,0.313331634515096,0.209086136071647,-0.425937610932652,-0.154439525696635,-0.0188195044268996,0.632233951218357,0.192921615175897,0.468180887290157,0.280486470872693,1.59,1
178208,123525.0,-5.90492080575337,4.43991138307409,-8.63180221299529,7.78868440738042,-4.98957980058454,-1.20014396478769,-7.6740599401754,4.12576101681016,-5.31577802250603,-4.89115620289902,4.22041859352387,-6.40830067684822,1.32800326739361,-5.853545070898,-0.928337066900246,-7.08579817642873,-12.62385610867,-4.74522383798077,2.79789150183086,-0.505607961764415,1.77502979034156,1.26644115239936,-0.199409588840669,0.0149600028407991,-1.90822653976519e-05,0.544209892335915,-1.16756581297999,-1.20635432583345,45.51,1
17317,28625.0,-27.84818067198,15.5981926625554,-28.923755945104,6.41844174657532,-20.346228155413,-4.82820246578157,-19.2108964179086,18.329405525597,-3.66873493861418,-8.00915938639777,4.30309581759563,-6.00866000668561,1.1389688287939,-5.58044712038062,-0.11073711578577,-5.49107326163426,-11.5885435992809,-4.71542017123115,0.734573493016404,1.69785626318366,1.8021491336386,-2.06293427611466,-1.26984343615924,0.165409188492223,1.99949911253199,-0.211058522431997,1.32480949279508,0.388090177732107,99.99,1
150661,93853.0,-6.18585747765758,7.10298492227346,-13.0304552638937,8.01082339822486,-7.88523736131971,-3.97454999359808,-12.2296077786617,4.9712317023058,-4.24830701294998,-12.9654812039222,8.68830799242781,-17.1829184301947,0.0695769150313325,-14.1161560074304,0.959031717400206,-12.3753337375636,-18.716764511809,-6.52201457322122,3.51795494036344,0.483930108481186,2.50277241039945,0.481691289576756,0.480957977547458,0.360318638811951,-0.293354295977635,-0.199193157971208,-0.203917328209747,0.398927185850218,44.9,1
26802,34256.0,0.539275913891047,1.5548897630737,-2.06618033324968,3.24161746276725,0.184735711234243,0.0283295594064726,-1.51552137985061,0.537035374444064,-1.99984603560986,-2.13317644293659,2.75617194535395,-2.24286436771513,0.615204246860345,-4.65280380668112,0.222163815521883,-0.775666019840941,-3.21861825150599,-0.370992501046414,-0.686196723569762,0.302734578907132,0.371773459120687,0.111954592156869,-0.305225078771695,-1.05383526243402,0.77117490696746,0.240878213732036,0.418434531995645,0.232169715166482,19.02,1
14211,25254.0,-17.2751911945397,10.8196653713117,-20.3638859739149,6.04661174671427,-13.4650333517322,-4.16664724489873,-14.4094479851747,11.5807967244857,-4.07385571204177,-9.15336803834587,6.21088301172371,-8.77857203246194,-0.0613674966661798,-9.57466229922106,0.0492885399107771,-7.41848727872681,-14.1027718764864,-5.01642333521081,1.39031436050276,1.54497046707519,1.7298040916597,-1.20809608165502,-0.726839224163999,0.112539673508366,1.11919347248491,-0.233188990129274,1.68406299250578,0.503739738280361,99.99,1
230476,146344.0,-0.0997238993578782,2.79541433019956,-6.42385558221477,3.24751301512342,-1.6322902693315,-2.76666493059313,-2.31222288290759,0.961014122482514,-1.89600096481329,-4.91934829935247,3.05365441815753,-5.29781140208753,-1.46602972848647,-7.03588005080407,1.99713237234969,-3.83618852542499,-2.51518280017187,-0.864578711859257,2.32892697361116,0.340898315660141,0.647714388377444,0.126575864283858,0.203953480088146,0.0084949976311171,-0.174501150725926,0.575294798178312,0.152875890788003,-0.0981728103598323,94.82,1
108258,70828.0,0.196706751987779,1.18975728641634,0.704882217511495,2.89138777331251,0.0455553693851548,1.24573045976205,-1.19871420021049,-2.42161641083942,-1.23208864617238,0.324238886093679,-1.27393508028395,-0.868686295319925,-1.18194465496857,1.0275841718551,1.68813234484864,0.256215978185418,0.120608339589106,-0.0523460171330233,0.329826631850516,0.646616407050903,-1.32813178943378,0.189310618105111,-0.005524183595721,-0.814707739467747,0.400924279960331,0.286281378755055,0.135214945600326,0.257314769060283,0.76,1
356,261.0,1.26032783148891,0.299160897502296,0.527681133046703,0.614898903395385,-0.420591872514502,-0.977533147085913,0.108485268133809,-0.244502212466467,-0.0583164122638439,-0.0858278316986933,-0.0983626719361133,0.732373957528806,0.996718048182297,0.10373332366365,0.956963773137959,0.270445474175818,-0.461479594145256,-0.626390247200473,-0.124085428874547,-0.0492418664726135,-0.249401230708472,-0.68842934733249,0.128289705116252,0.398966855160445,0.240282308166665,0.0922127928473366,-0.0246331165613973,0.0205293027036234,1.98,0
96994,66037.0,0.286302363835244,1.39934474808556,-1.68250270884931,3.86437703955242,-1.18537340204974,-0.341732013808781,-2.53938012266357,0.768378375007388,-1.54788162780199,-2.65971794652165,2.6215881261205,-3.46236188507757,-1.05430017332918,-4.95582330430277,-1.40027445820489,-2.33994291742419,-5.19779447735003,-1.34281449785555,0.288846910516582,0.270360155086889,0.352456413618901,-0.243677652080658,-0.194078546536702,-0.172201087463232,0.742237197555102,0.127789797006944,0.569730790365159,0.291205858831994,7.53,1
177195,123078.0,-1.07381997038354,0.415616496914758,-2.2739767978925,1.53684419661661,-0.758696869170268,-1.67038051440345,-2.37713981352061,0.0903704457603509,0.0048472639499715,-2.77674714436829,1.42841254547618,-4.48267863575862,-0.709519384951049,-4.61013844047447,0.621338168687942,-4.60271264488365,-7.52418833345318,-2.55710412229741,1.31912362938259,0.22705062109278,0.535541841818562,0.863591564127184,0.45074251609585,-0.144227844430684,-0.20560879925391,-0.539072772653385,0.503418437647693,-0.237807129664846,11.0,1
6903,8886.0,-2.53585211738111,5.79364414692454,-7.61846283574893,6.39582974649419,-0.0652101046678037,-3.13637196409103,-3.10455736262141,1.82323263760971,-3.87865758023391,-7.29780335001461,7.07166913682445,-10.001046368327,-0.207934540884304,-10.8606980453666,-1.69082504118249,-2.36085672411086,-2.76009701528795,0.29810341564323,-1.38555780172735,0.408704184487524,0.716719907055995,-0.448059938458541,-0.402406878680357,-0.288835222564699,1.01175223958707,0.425964621387216,0.413139555823146,0.308204656968305,1.0,1
8842,12093.0,-4.69679522444504,2.69386747884008,-4.47513271259153,5.4676845487781,-1.55675807549758,-1.54942028904253,-4.10421487278526,0.553934075416293,-1.49846813107494,-4.59495176285009,5.27550585077254,-11.3490285500915,0.374549235103921,-8.13869488434773,0.548570894168134,-6.65359434741365,-10.2467554066001,-4.19106626655491,0.991486122257293,-0.158970548660611,0.573898081112651,-0.0801627753981571,0.318407817148194,-0.245862202650853,0.338238431564141,0.0322706213908033,-1.50845793363219,0.608074682590101,0.0,1
263274,160870.0,-0.644277679025173,5.00235242592827,-8.25273876012125,7.75691471173633,-0.21626731754316,-2.75149611755953,-3.3588573150418,1.40626809118347,-4.40385171690245,-5.94563397292191,4.47590467269415,-7.60726146360792,-0.160723119948911,-13.0107493697978,1.09438181918719,-2.86403911817187,-2.87134152887014,-0.180613560248759,0.647708880496559,0.816557858909547,0.587727519791778,-0.605759173274255,0.0337455457845425,-0.756169511485339,-0.0081716252537439,0.532772006004636,0.663969504849476,0.192066835389178,0.77,1
141258,84204.0,-0.937843305478391,3.46288948991687,-6.44510395393435,4.9321986662268,-2.23398306982245,-2.29156112129773,-5.69559392853253,1.33882463362261,-4.32237655329329,-8.0991193981365,7.18296700883659,-9.44594338249901,-0.314619967520224,-12.9914655817567,-0.136358931959623,-6.36752437517144,-12.7343938853776,-3.84512965889743,1.00766725992114,1.12953228130351,1.06655024941577,-0.521657289347299,-0.319917292909547,-0.405859088093617,0.906802159957716,1.16578389011737,1.37449533233535,0.729889341911333,0.0,1
64460,51155.0,-11.2054613927303,7.91463349246877,-13.9877516388388,4.33334117975523,-8.48496952268505,-3.50656117309394,-8.93524303241605,7.70444915069923,-2.33658417970129,-5.92735916911943,2.47040101557896,-5.7885170305197,-0.391939257057427,-6.52746224116063,0.899859362283244,-3.84729284231041,-6.70063744821132,-2.49261610727828,0.469554313978012,0.860911741764656,0.942593331002491,-0.987848114682141,-0.279446305433771,-0.0272992246723051,0.644344195524188,-0.263077923082484,1.08402252771111,0.211933356664813,99.99,1
97,67.0,-0.653444627294995,0.160225076852038,1.59225555524082,1.29683228357565,0.997174923623236,-0.343000302409134,0.469936930779834,-0.132470081994361,-0.197794077439788,-0.105005538081425,-0.543662210926971,0.302233022635964,0.141211078726449,-0.207880443553101,0.0241083998795536,-1.20687659191564,0.39483638189259,-0.750955630206426,0.440558481170408,0.225920346918541,0.0383629679790368,0.336449012374641,-0.0148828328356718,0.102959010243,-0.265322060067868,-0.34863668662622,0.0112384491290326,-0.0494783399721492,19.85,0
145800,87202.0,-0.41982017420894,-1.15597800832635,-2.09251550244986,2.78675032975706,0.736296592040403,-0.167291965690249,1.60002746290919,-0.117426851332358,-0.796953814299879,-0.133950251206468,1.03303201224459,-0.284367998317494,-1.20827980965211,-0.429211904447448,0.248945360461687,-0.928921529997167,1.67998551904683,1.31533886586358,2.22616065557659,1.27535802653094,0.48063971759843,0.533516931196614,1.28464540597639,0.516131270391061,-0.60294109971583,-0.305023689896282,-0.0213631449369425,0.129096385608294,451.27,1
1,0.0,1.19185711131486,0.26615071205963,0.16648011335321,0.448154078460911,0.0600176492822243,-0.0823608088155687,-0.0788029833323113,0.0851016549148104,-0.255425128109186,-0.166974414004614,1.61272666105479,1.06523531137287,0.48909501589608,-0.143772296441519,0.635558093258208,0.463917041022171,-0.114804663102346,-0.183361270123994,-0.145783041325259,-0.0690831352230203,-0.225775248033138,-0.638671952771851,0.101288021253234,-0.339846475529127,0.167170404418143,0.125894532368176,-0.0089830991432281,0.0147241691924927,2.69,0
151,95.0,1.05702132888882,-0.646955978097134,0.729166618803734,-0.569262361965939,-1.1743066741568,-0.5276248052075,-0.47167670695201,0.0517436300415986,1.90401819240952,-1.1766089765146,-0.164332742411704,0.760978828436847,-0.60895327837157,-0.0521298971507663,1.0059915731353,-1.16846424875838,0.488780704900362,-0.343177494721286,0.176030875807262,-0.0701368353279818,0.186184431139074,0.743093175837854,-0.163619313695516,0.453569600602831,0.615478766129355,-0.508562086508857,0.0895530601605187,0.0376169124459775,69.0,0
177,114.0,1.19406627067496,-0.072582233439266,0.635285625865597,0.768616205616507,-0.735584338368551,-0.673465652619131,-0.146299156816319,-0.0656526148582274,0.646047714089895,-0.211574201767403,-0.757756837775621,0.131821518800671,-0.69169842096146,0.014078326711936,-0.0533594779935561,-0.144321695374838,0.0476212048425158,-0.66211620861494,0.255441031169989,-0.120276616100092,-0.300560759090794,-0.770991059375473,0.0744436541064127,0.397712515627784,0.285947050957671,0.286760296788728,-0.0310334554934822,0.0170518802455184,23.88,0
263877,161154.0,-3.38760102859385,3.97788074139497,-6.97858506511079,1.65776584508859,-1.10049973277578,-3.59948697320315,-3.68665071042962,1.94225222492139,-3.06508926692316,-7.50955747436829,2.98962640655731,-5.99363242425938,-0.164740077677312,-8.38844296921614,0.0421289980360236,-4.13750050093113,-6.1039030730781,-1.9729278028075,0.434072536887008,-0.0043005898337158,1.043587159264,0.26218867442789,-0.479223920984096,-0.326638199739289,-0.156938590387884,0.113806571374194,0.354124259953911,0.287592125204715,0.38,1
144754,86376.0,-0.670238130057305,0.94520635153406,0.610050626297701,2.64006508673377,-2.70777462644103,1.95261056051566,-1.62460819938343,-5.22990786160988,0.21020202822781,-2.06990438955593,-0.529805728295342,0.999716276092526,-0.0861120244186652,-1.50855714024168,-0.450669492347937,-0.328387382736473,2.27027117814029,0.709666017682026,0.913175997078955,1.4749287568126,-2.50445018690737,1.43647237841825,0.351542386126581,0.648466904268149,0.579681417358758,0.0757375933335965,0.346717084034013,0.282208626038179,323.77,1
43,33.0,-0.935731508971261,0.170415774156885,2.74626126916024,-1.07796491232198,-0.305594036012037,0.011577039242069,-0.296178450741079,0.402775569749032,-0.0404717463090409,-0.852045975590358,1.55210930576859,0.953561030493519,0.415429902142844,-0.233899924821916,0.452335831951489,0.844368276957724,-0.822739085535726,0.338821621743895,-1.21423442764473,-0.0054194502901122,0.401212016276093,1.06486425408903,-0.15832543563046,0.295505486260758,-0.259369647631841,0.754194722556598,0.0466637698225124,0.093947918225147,9.1,0
286,205.0,1.18239888187218,0.0594886883256737,0.310672611689593,0.828817334970969,0.341209077754672,1.11259294696874,-0.29277795443855,0.287394090811614,0.268307130650127,-0.0875754273725536,0.151276896671448,1.31588268320967,0.930451889587228,-0.138173544724554,-0.521815311538462,0.0951495833798615,-0.626292731708047,-0.174092778625185,0.488467737374341,-0.061462540839839,-0.337817781006922,-0.77684049947131,-0.0564860598070945,-1.35698586973381,0.475789717162321,-0.546518635414247,0.0630347385255088,0.0080466958288912,12.99,0
281144,169966.0,-3.11383160738512,0.58586417180689,-5.39973021073242,1.81709247345531,-0.840618465991056,-2.94354779071974,-2.20800192003372,1.05873267723056,-1.63233334974982,-5.24598383776964,1.93351953683592,-5.03046479695456,-1.12745457501155,-6.41662797597451,0.141237234328704,-2.54949823633632,-4.61471706851594,-1.47813794126038,-0.0354803664667244,0.306270740368093,0.583275998701341,-0.269208637986581,-0.456107772584008,-0.183659129549716,-0.328167759255761,0.606115810329683,0.884875539542905,-0.253700318894381,245.0,1
266,190.0,-1.5057791635308,-0.215325117259078,1.99129427646285,-1.63149338451985,-0.635965146821198,0.228413858079752,-0.0342656972363698,0.0426958270503592,-0.235439929340839,0.164740343425352,-1.51828765971003,-0.317422419544255,1.12053465313355,-1.52478487374754,-1.21854635680996,1.06301355860071,0.0443910911487924,-1.34080631609944,0.715632259412232,0.232752121754006,-0.101938019104751,0.148145577476984,-0.450114636372949,-0.396558396394281,0.554223963316214,-0.340492980681964,-0.335617814421999,-0.413379326245853,82.29,0
242,164.0,1.21205680491093,0.246405410931148,0.309165987963331,0.584744387260993,-0.381581347457112,-0.764967735357268,-0.0677828424476939,-0.0129912832278023,-0.110617107192384,-0.0914479160813403,1.49899948496005,0.513745561421316,-0.627262127842169,0.0620883471382148,0.478131201691994,0.711875624352717,-0.213038283761289,0.291523228549821,0.0971658098280495,-0.117856067570329,-0.244625312631855,-0.781194221445611,0.125371942630966,0.268166085235436,0.160142724520447,0.0796446349318155,-0.0320154995205973,0.0190520811632695,2.28,0
