"~id","~from","~to","~label"
"","146",GE-107,in_geo
"","146",GE-109,in_geo
"","146",GE-11,in_geo
"","146",GE-110,in_geo
"","146",GE-113,in_geo
"","146",GE-114,in_geo
"","146",GE-115,in_geo
"","146",GE-117,in_geo
"","146",GE-118,in_geo
"","146",GE-119,in_geo
"","146",GE-12,in_geo
"","146",GE-120,in_geo
"","146",GE-122,in_geo
"","146",GE-123,in_geo
"","146",GE-124,in_geo
"","146",GE-127,in_geo
"","146",GE-129,in_geo
"","146",GE-13,in_geo
"","146",GE-130,in_geo
"","146",GE-131,in_geo
"","146",GE-132,in_geo
"","146",GE-135,in_geo
"","146",GE-136,in_geo
"","146",GE-137,in_geo
"","146",GE-139,in_geo
"","146",GE-14,in_geo
"","146",GE-140,in_geo
"","146",GE-141,in_geo
"","146",GE-142,in_geo
"","146",GE-143,in_geo
"","146",GE-144,in_geo
"","146",GE-145,in_geo
"","146",GE-146,in_geo
"","146",GE-147,in_geo
"","146",GE-148,in_geo
"","146",GE-15,in_geo
"","146",GE-151,in_geo
"","146",GE-154,in_geo
"","146",GE-156,in_geo
"","146",GE-158,in_geo
"","146",GE-159,in_geo
"","146",GE-16,in_geo
"","146",GE-160,in_geo
"","146",GE-161,in_geo
"","146",GE-163,in_geo
"","146",GE-164,in_geo
"","146",GE-165,in_geo
"","146",GE-168,in_geo
"","146",GE-169,in_geo
"","146",GE-17,in_geo
"","146",GE-171,in_geo
"","146",GE-173,in_geo
"","146",GE-174,in_geo
"","146",GE-175,in_geo
"","146",GE-176,in_geo
"","146",GE-18,in_geo
"","146",GE-180,in_geo
"","146",GE-182,in_geo
"","146",GE-183,in_geo
"","146",GE-185,in_geo
"","146",GE-187,in_geo
"","146",GE-188,in_geo
"","146",GE-189,in_geo
"","146",GE-19,in_geo
"","146",GE-191,in_geo
"","146",GE-194,in_geo
"","146",GE-199,in_geo
"","146",GE-201,in_geo
"","146",GE-21,in_geo
"","146",GE-23,in_geo
"","146",GE-24,in_geo
"","146",GE-25,in_geo
"","146",GE-27,in_geo
"","146",GE-28,in_geo
"","146",GE-31,in_geo
"","146",GE-32,in_geo
"","146",GE-33,in_geo
"","146",GE-34,in_geo
"","146",GE-35,in_geo
"","146",GE-36,in_geo
"","146",GE-37,in_geo
"","146",GE-38,in_geo
"","146",GE-39,in_geo
"","146",GE-4,in_geo
"","146",GE-43,in_geo
"","146",GE-44,in_geo
"","146",GE-45,in_geo
"","146",GE-46,in_geo
"","146",GE-48,in_geo
"","146",GE-49,in_geo
"","146",GE-50,in_geo
"","146",GE-51,in_geo
"","146",GE-52,in_geo
"","146",GE-55,in_geo
"","146",GE-58,in_geo
"","146",GE-59,in_geo
"","146",GE-66,in_geo
"","146",GE-67,in_geo
"","146",GE-68,in_geo
"","146",GE-70,in_geo
"","146",GE-71,in_geo
"","146",GE-72,in_geo
"","146",GE-73,in_geo
"","146",GE-74,in_geo
"","146",GE-77,in_geo
"","146",GE-78,in_geo
"","146",GE-79,in_geo
"","146",GE-8,in_geo
"","146",GE-80,in_geo
"","146",GE-81,in_geo
"","146",GE-82,in_geo
"","146",GE-83,in_geo
"","146",GE-84,in_geo
"","146",GE-85,in_geo
"","146",GE-87,in_geo
"","146",GE-88,in_geo
"","146",GE-89,in_geo
"","146",GE-9,in_geo
"","146",GE-90,in_geo
"","146",GE-91,in_geo
"","146",GE-92,in_geo
"","146",GE-93,in_geo
"","146",GE-98,in_geo
"","146",IT-1,has_integration
"","146",LI-19,has_line_item_type
"","146",Tumblr,from_site
"","146",Airbnb,from_site
"","146",Etsy,from_site
"","146",Google,from_site
"","146",Snapchat,from_site
"","146",Spotify,from_site
"","146",Twitter,from_site
"","146",Facebook,from_site
"","146",Netflix,from_site
"","147","01-06-2019 00:00",order_placed
"","147","02-06-2019 00:00",order_placed
"","147","03-06-2019 00:00",order_placed
"","147","04-06-2019 00:00",order_placed
"","147","05-06-2019 00:00",order_placed
"","147","06-06-2019 00:00",order_placed
"","147","07-06-2019 00:00",order_placed
"","147","08-06-2019 00:00",order_placed
"","147","09-06-2019 00:00",order_placed
"","147","10-06-2019 00:00",order_placed
"","147","11-06-2019 00:00",order_placed
"","147","12-06-2019 00:00",order_placed
"","147","13-06-2019 00:00",order_placed
"","147","14-06-2019 00:00",order_placed
"","147","15-06-2019 00:00",order_placed
"","147","16-06-2019 00:00",order_placed
"","147","17-06-2019 00:00",order_placed
"","147","18-06-2019 00:00",order_placed
"","147","19-06-2019 00:00",order_placed
"","147","20-06-2019 00:00",order_placed
"","147","21-06-2019 00:00",order_placed
"","147","22-06-2019 00:00",order_placed
"","147","23-06-2019 00:00",order_placed
"","147","24-06-2019 00:00",order_placed
"","147","25-06-2019 00:00",order_placed
"","147","26-06-2019 00:00",order_placed
"","147","27-06-2019 00:00",order_placed
"","147","28-06-2019 00:00",order_placed
"","147","29-06-2019 00:00",order_placed
"","147","30-06-2019 00:00",order_placed
"","147",AD-88,placed_by
"","147",CH-4,channel_used
"","147",Smart TV,from_device
"","147",Desktop,from_device
"","147",Tablet,from_device
"","147",Smartphone,from_device
"","147",GE-1,in_geo
"","147",GE-10,in_geo
"","147",GE-100,in_geo
"","147",GE-102,in_geo
"","147",GE-103,in_geo
"","147",GE-106,in_geo
"","147",GE-107,in_geo
"","147",GE-109,in_geo
"","147",GE-11,in_geo
"","147",GE-110,in_geo
"","147",GE-112,in_geo
"","147",GE-113,in_geo
"","147",GE-114,in_geo
"","147",GE-115,in_geo
"","147",GE-116,in_geo
"","147",GE-117,in_geo
"","147",GE-118,in_geo
"","147",GE-119,in_geo
"","147",GE-12,in_geo
"","147",GE-120,in_geo
"","147",GE-121,in_geo
"","147",GE-122,in_geo
"","147",GE-123,in_geo
"","147",GE-124,in_geo
"","147",GE-125,in_geo
"","147",GE-126,in_geo
"","147",GE-129,in_geo
"","147",GE-13,in_geo
"","147",GE-130,in_geo
"","147",GE-131,in_geo
"","147",GE-132,in_geo
"","147",GE-135,in_geo
"","147",GE-136,in_geo
"","147",GE-137,in_geo
"","147",GE-138,in_geo
"","147",GE-139,in_geo
"","147",GE-14,in_geo
"","147",GE-140,in_geo
"","147",GE-141,in_geo
"","147",GE-142,in_geo
"","147",GE-143,in_geo
"","147",GE-144,in_geo
"","147",GE-145,in_geo
"","147",GE-146,in_geo
"","147",GE-147,in_geo
"","147",GE-148,in_geo
"","147",GE-149,in_geo
"","147",GE-15,in_geo
"","147",GE-150,in_geo
"","147",GE-151,in_geo
"","147",GE-152,in_geo
"","147",GE-154,in_geo
"","147",GE-155,in_geo
"","147",GE-156,in_geo
"","147",GE-158,in_geo
"","147",GE-159,in_geo
"","147",GE-16,in_geo
"","147",GE-160,in_geo
"","147",GE-161,in_geo
"","147",GE-163,in_geo
"","147",GE-164,in_geo
"","147",GE-165,in_geo
"","147",GE-166,in_geo
"","147",GE-168,in_geo
"","147",GE-169,in_geo
"","147",GE-17,in_geo
"","147",GE-171,in_geo
"","147",GE-172,in_geo
"","147",GE-173,in_geo
"","147",GE-174,in_geo
"","147",GE-175,in_geo
"","147",GE-176,in_geo
"","147",GE-177,in_geo
"","147",GE-178,in_geo
"","147",GE-179,in_geo
"","147",GE-18,in_geo
"","147",GE-180,in_geo
"","147",GE-181,in_geo
"","147",GE-182,in_geo
"","147",GE-183,in_geo
"","147",GE-184,in_geo
"","147",GE-185,in_geo
"","147",GE-186,in_geo
"","147",GE-187,in_geo
"","147",GE-188,in_geo
"","147",GE-189,in_geo
"","147",GE-19,in_geo
"","147",GE-190,in_geo
"","147",GE-191,in_geo
"","147",GE-194,in_geo
"","147",GE-195,in_geo
"","147",GE-197,in_geo
"","147",GE-199,in_geo
"","147",GE-2,in_geo
"","147",GE-201,in_geo
"","147",GE-21,in_geo
"","147",GE-210,in_geo
"","147",GE-22,in_geo
"","147",GE-23,in_geo
"","147",GE-24,in_geo
"","147",GE-25,in_geo
"","147",GE-26,in_geo
"","147",GE-27,in_geo
"","147",GE-28,in_geo
"","147",GE-3,in_geo
"","147",GE-30,in_geo
"","147",GE-306,in_geo
"","147",GE-308,in_geo
"","147",GE-31,in_geo
"","147",GE-32,in_geo
"","147",GE-33,in_geo
"","147",GE-34,in_geo
"","147",GE-35,in_geo
"","147",GE-36,in_geo
"","147",GE-37,in_geo
"","147",GE-38,in_geo
"","147",GE-39,in_geo
"","147",GE-4,in_geo
"","147",GE-41,in_geo
"","147",GE-42,in_geo
"","147",GE-43,in_geo
"","147",GE-44,in_geo
"","147",GE-45,in_geo
"","147",GE-46,in_geo
"","147",GE-47,in_geo
"","147",GE-48,in_geo
"","147",GE-49,in_geo
"","147",GE-5,in_geo
"","147",GE-50,in_geo
"","147",GE-51,in_geo
"","147",GE-52,in_geo
"","147",GE-54,in_geo
"","147",GE-55,in_geo
"","147",GE-56,in_geo
"","147",GE-57,in_geo
"","147",GE-58,in_geo
"","147",GE-59,in_geo
"","147",GE-6,in_geo
"","147",GE-60,in_geo
"","147",GE-63,in_geo
"","147",GE-64,in_geo
"","147",GE-65,in_geo
"","147",GE-66,in_geo
"","147",GE-67,in_geo
"","147",GE-68,in_geo
"","147",GE-69,in_geo
"","147",GE-7,in_geo
"","147",GE-70,in_geo
"","147",GE-71,in_geo
"","147",GE-72,in_geo
"","147",GE-73,in_geo
"","147",GE-74,in_geo
"","147",GE-75,in_geo
"","147",GE-76,in_geo
"","147",GE-77,in_geo
"","147",GE-78,in_geo
"","147",GE-79,in_geo
"","147",GE-8,in_geo
"","147",GE-80,in_geo
"","147",GE-81,in_geo
"","147",GE-82,in_geo
"","147",GE-83,in_geo
"","147",GE-84,in_geo
"","147",GE-85,in_geo
"","147",GE-87,in_geo
"","147",GE-88,in_geo
"","147",GE-89,in_geo
"","147",GE-9,in_geo
"","147",GE-90,in_geo
"","147",GE-91,in_geo
"","147",GE-92,in_geo
"","147",GE-93,in_geo
"","147",GE-95,in_geo
"","147",GE-96,in_geo
"","147",GE-97,in_geo
"","147",GE-98,in_geo
"","147",GE-99,in_geo
"","147",IT-1,has_integration
"","147",LI-19,has_line_item_type
"","147",Tumblr,from_site
"","147",Airbnb,from_site
"","147",Etsy,from_site
"","147",Google,from_site
"","147",Snapchat,from_site
"","147",Spotify,from_site
"","147",Twitter,from_site
"","147",Facebook,from_site
"","147",Netflix,from_site
"","148","01-06-2019 00:00",order_placed
"","148","02-06-2019 00:00",order_placed
"","148","03-06-2019 00:00",order_placed
"","148","04-06-2019 00:00",order_placed
"","148","05-06-2019 00:00",order_placed
"","148","06-06-2019 00:00",order_placed
"","148","07-06-2019 00:00",order_placed
"","148","08-06-2019 00:00",order_placed
"","148","09-06-2019 00:00",order_placed
"","148","10-06-2019 00:00",order_placed
"","148","11-06-2019 00:00",order_placed
"","148","12-06-2019 00:00",order_placed
"","148","13-06-2019 00:00",order_placed
"","148","14-06-2019 00:00",order_placed
"","148","15-06-2019 00:00",order_placed
"","148","16-06-2019 00:00",order_placed
"","148","17-06-2019 00:00",order_placed
"","148","18-06-2019 00:00",order_placed
"","148","19-06-2019 00:00",order_placed
"","148","20-06-2019 00:00",order_placed
"","148","21-06-2019 00:00",order_placed
"","148","22-06-2019 00:00",order_placed
"","148","23-06-2019 00:00",order_placed
"","148","24-06-2019 00:00",order_placed
"","148","25-06-2019 00:00",order_placed
"","148","26-06-2019 00:00",order_placed
"","148","27-06-2019 00:00",order_placed
"","148","28-06-2019 00:00",order_placed
"","148","29-06-2019 00:00",order_placed
"","148","30-06-2019 00:00",order_placed
"","148",AD-90,placed_by
"","148",CH-4,channel_used
"","148",Smart TV,from_device
"","148",Desktop,from_device
"","148",Tablet,from_device
"","148",Smartphone,from_device
"","148",GE-1,in_geo
"","148",GE-10,in_geo
"","148",GE-102,in_geo
"","148",GE-107,in_geo
"","148",GE-109,in_geo
"","148",GE-11,in_geo
"","148",GE-113,in_geo
"","148",GE-117,in_geo
"","148",GE-12,in_geo
"","148",GE-120,in_geo
"","148",GE-122,in_geo
"","148",GE-123,in_geo
"","148",GE-125,in_geo
"","148",GE-129,in_geo
"","148",GE-13,in_geo
"","148",GE-131,in_geo
"","148",GE-132,in_geo
"","148",GE-135,in_geo
"","148",GE-137,in_geo
"","148",GE-139,in_geo
"","148",GE-14,in_geo
"","148",GE-140,in_geo
"","148",GE-141,in_geo
"","148",GE-142,in_geo
"","148",GE-143,in_geo
"","148",GE-145,in_geo
"","148",GE-146,in_geo
"","148",GE-147,in_geo
"","148",GE-148,in_geo
"","148",GE-15,in_geo
"","148",GE-154,in_geo
"","148",GE-156,in_geo
"","148",GE-158,in_geo
"","148",GE-159,in_geo
"","148",GE-16,in_geo
"","148",GE-161,in_geo
"","148",GE-162,in_geo
"","148",GE-163,in_geo
"","148",GE-165,in_geo
"","148",GE-166,in_geo
"","148",GE-168,in_geo
"","148",GE-169,in_geo
"","148",GE-17,in_geo
"","148",GE-171,in_geo
"","148",GE-173,in_geo
"","148",GE-174,in_geo
"","148",GE-175,in_geo
"","148",GE-176,in_geo
"","148",GE-18,in_geo
"","148",GE-180,in_geo
"","148",GE-182,in_geo
"","148",GE-183,in_geo
"","148",GE-184,in_geo
"","148",GE-187,in_geo
"","148",GE-188,in_geo
"","148",GE-189,in_geo
"","148",GE-19,in_geo
"","148",GE-191,in_geo
"","148",GE-2,in_geo
"","148",GE-24,in_geo
"","148",GE-26,in_geo
"","148",GE-27,in_geo
"","148",GE-3,in_geo
"","148",GE-33,in_geo
"","148",GE-34,in_geo
"","148",GE-35,in_geo
"","148",GE-36,in_geo
"","148",GE-37,in_geo
"","148",GE-38,in_geo
"","148",GE-39,in_geo
"","148",GE-4,in_geo
"","148",GE-43,in_geo
"","148",GE-44,in_geo
"","148",GE-45,in_geo
"","148",GE-46,in_geo
"","148",GE-48,in_geo
"","148",GE-50,in_geo
"","148",GE-51,in_geo
"","148",GE-54,in_geo
"","148",GE-55,in_geo
"","148",GE-57,in_geo
"","148",GE-58,in_geo
"","148",GE-59,in_geo
"","148",GE-66,in_geo
"","148",GE-67,in_geo
"","148",GE-68,in_geo
"","148",GE-71,in_geo
"","148",GE-73,in_geo
"","148",GE-75,in_geo
"","148",GE-77,in_geo
"","148",GE-78,in_geo
"","148",GE-79,in_geo
"","148",GE-80,in_geo
"","148",GE-81,in_geo
"","148",GE-83,in_geo
"","148",GE-84,in_geo
"","148",GE-85,in_geo
"","148",GE-87,in_geo
"","148",GE-88,in_geo
"","148",GE-90,in_geo
"","148",GE-92,in_geo
"","148",GE-93,in_geo
"","148",GE-98,in_geo
"","148",IT-1,has_integration
"","148",LI-19,has_line_item_type
"","148",Tumblr,from_site
"","148",Airbnb,from_site
"","148",Etsy,from_site
"","148",Google,from_site
"","148",Snapchat,from_site
"","148",Spotify,from_site
"","148",Twitter,from_site
"","148",Facebook,from_site
"","148",Netflix,from_site
"","151","01-06-2019 00:00",order_placed
"","151","02-06-2019 00:00",order_placed
"","151","03-06-2019 00:00",order_placed
"","151","04-06-2019 00:00",order_placed
"","151","05-06-2019 00:00",order_placed
"","151","06-06-2019 00:00",order_placed
"","151","07-06-2019 00:00",order_placed
"","151","08-06-2019 00:00",order_placed
"","151","09-06-2019 00:00",order_placed
"","151","10-06-2019 00:00",order_placed
"","151","11-06-2019 00:00",order_placed
"","151","12-06-2019 00:00",order_placed
"","151","13-06-2019 00:00",order_placed
"","151","14-06-2019 00:00",order_placed
"","151","15-06-2019 00:00",order_placed
"","151","16-06-2019 00:00",order_placed
"","151","17-06-2019 00:00",order_placed
"","151","18-06-2019 00:00",order_placed
"","151","19-06-2019 00:00",order_placed
"","151","20-06-2019 00:00",order_placed
"","151","21-06-2019 00:00",order_placed
"","151","22-06-2019 00:00",order_placed
"","151","23-06-2019 00:00",order_placed
"","151","24-06-2019 00:00",order_placed
"","151","25-06-2019 00:00",order_placed
"","151","26-06-2019 00:00",order_placed
"","151","27-06-2019 00:00",order_placed
"","151","28-06-2019 00:00",order_placed
"","151","29-06-2019 00:00",order_placed
"","151","30-06-2019 00:00",order_placed
"","151",AD-96,placed_by
"","151",CH-4,channel_used
"","151",Smart TV,from_device
"","151",Desktop,from_device
"","151",Tablet,from_device
"","151",GE-1,in_geo
"","151",GE-11,in_geo
"","151",GE-113,in_geo
"","151",GE-12,in_geo
"","151",GE-122,in_geo
"","151",GE-129,in_geo
"","151",GE-132,in_geo
"","151",GE-143,in_geo
"","151",GE-158,in_geo
"","151",GE-163,in_geo
"","151",GE-165,in_geo
"","151",GE-168,in_geo
"","151",GE-169,in_geo
"","151",GE-171,in_geo
"","151",GE-174,in_geo
"","151",GE-176,in_geo
"","151",GE-18,in_geo
"","151",GE-183,in_geo
"","151",GE-187,in_geo
"","151",GE-24,in_geo
"","151",GE-33,in_geo
"","151",GE-37,in_geo
"","151",GE-39,in_geo
"","151",GE-44,in_geo
"","151",GE-45,in_geo
"","151",GE-48,in_geo
"","151",GE-58,in_geo
"","151",GE-59,in_geo
"","151",GE-66,in_geo
"","151",GE-8,in_geo
"","151",GE-80,in_geo
"","151",GE-82,in_geo
"","151",GE-84,in_geo
"","151",GE-85,in_geo
"","151",GE-88,in_geo
"","151",GE-93,in_geo
"","151",IT-1,has_integration
"","151",LI-19,has_line_item_type
"","151",Tumblr,from_site
"","151",Airbnb,from_site
"","151",Etsy,from_site
"","151",Google,from_site
"","151",Snapchat,from_site
"","151",Spotify,from_site
"","151",Twitter,from_site
"","151",Facebook,from_site
"","151",Netflix,from_site
"","152","01-06-2019 00:00",order_placed
"","152","02-06-2019 00:00",order_placed
"","152","03-06-2019 00:00",order_placed
"","152","04-06-2019 00:00",order_placed
"","152","05-06-2019 00:00",order_placed
"","152","06-06-2019 00:00",order_placed
"","152","07-06-2019 00:00",order_placed
"","152","08-06-2019 00:00",order_placed
"","152","09-06-2019 00:00",order_placed
"","152","10-06-2019 00:00",order_placed
"","152","11-06-2019 00:00",order_placed
"","152","12-06-2019 00:00",order_placed
"","152","13-06-2019 00:00",order_placed
"","152","14-06-2019 00:00",order_placed
"","152","15-06-2019 00:00",order_placed
"","152","16-06-2019 00:00",order_placed
"","152","17-06-2019 00:00",order_placed
"","152","18-06-2019 00:00",order_placed
"","152","19-06-2019 00:00",order_placed
"","152","20-06-2019 00:00",order_placed
"","152","21-06-2019 00:00",order_placed
"","152","22-06-2019 00:00",order_placed
"","152","23-06-2019 00:00",order_placed
"","152","24-06-2019 00:00",order_placed
"","152","25-06-2019 00:00",order_placed
"","152","26-06-2019 00:00",order_placed
"","152","27-06-2019 00:00",order_placed
"","152","28-06-2019 00:00",order_placed
"","152","29-06-2019 00:00",order_placed
"","152","30-06-2019 00:00",order_placed
"","152",AD-88,placed_by
"","152",CH-4,channel_used
"","152",Smart TV,from_device
"","152",Desktop,from_device
"","152",Tablet,from_device
"","152",Smartphone,from_device
"","152",GE-1,in_geo
"","152",GE-10,in_geo
"","152",GE-11,in_geo
"","152",GE-113,in_geo
"","152",GE-117,in_geo
"","152",GE-12,in_geo
"","152",GE-122,in_geo
"","152",GE-123,in_geo
"","152",GE-129,in_geo
"","152",GE-13,in_geo
"","152",GE-132,in_geo
"","152",GE-136,in_geo
"","152",GE-139,in_geo
"","152",GE-140,in_geo
"","152",GE-141,in_geo
"","152",GE-142,in_geo
"","152",GE-143,in_geo
"","152",GE-145,in_geo
"","152",GE-147,in_geo
"","152",GE-154,in_geo
"","152",GE-158,in_geo
"","152",GE-163,in_geo
"","152",GE-165,in_geo
"","152",GE-168,in_geo
"","152",GE-169,in_geo
"","152",GE-171,in_geo
"","152",GE-176,in_geo
"","152",GE-18,in_geo
"","152",GE-183,in_geo
"","152",GE-187,in_geo
"","152",GE-2,in_geo
"","152",GE-24,in_geo
"","152",GE-33,in_geo
"","152",GE-34,in_geo
"","152",GE-36,in_geo
"","152",GE-39,in_geo
"","152",GE-45,in_geo
"","152",GE-48,in_geo
"","152",GE-50,in_geo
"","152",GE-51,in_geo
"","152",GE-58,in_geo
"","152",GE-59,in_geo
"","152",GE-66,in_geo
"","152",GE-68,in_geo
"","152",GE-77,in_geo
"","152",GE-78,in_geo
"","152",GE-8,in_geo
"","152",GE-80,in_geo
"","152",GE-83,in_geo
"","152",GE-84,in_geo
"","152",GE-85,in_geo
"","152",GE-88,in_geo
"","152",GE-91,in_geo
"","152",GE-92,in_geo
"","152",IT-1,has_integration
"","152",LI-19,has_line_item_type
"","152",Tumblr,from_site
"","152",Airbnb,from_site
"","152",Etsy,from_site
"","152",Google,from_site
"","152",Snapchat,from_site
"","152",Spotify,from_site
"","152",Twitter,from_site
"","152",Facebook,from_site
"","152",Netflix,from_site
"","155","01-06-2019 00:00",order_placed
"","155","02-06-2019 00:00",order_placed
"","155","03-06-2019 00:00",order_placed
"","155","04-06-2019 00:00",order_placed
"","155","05-06-2019 00:00",order_placed
"","155","06-06-2019 00:00",order_placed
"","155","07-06-2019 00:00",order_placed
"","155","08-06-2019 00:00",order_placed
"","155","09-06-2019 00:00",order_placed
"","155","10-06-2019 00:00",order_placed
"","155","11-06-2019 00:00",order_placed
"","155","12-06-2019 00:00",order_placed
"","155","13-06-2019 00:00",order_placed
"","155","14-06-2019 00:00",order_placed
"","155","15-06-2019 00:00",order_placed
"","155","16-06-2019 00:00",order_placed
"","155","17-06-2019 00:00",order_placed
"","155","18-06-2019 00:00",order_placed
"","155","19-06-2019 00:00",order_placed
"","155","20-06-2019 00:00",order_placed
"","155","21-06-2019 00:00",order_placed
"","155","22-06-2019 00:00",order_placed
"","155","23-06-2019 00:00",order_placed
"","155","24-06-2019 00:00",order_placed
"","155","25-06-2019 00:00",order_placed
"","155","26-06-2019 00:00",order_placed
"","155","27-06-2019 00:00",order_placed
"","155","28-06-2019 00:00",order_placed
"","155","29-06-2019 00:00",order_placed
